codCliente,codPoliza,Edad,Ramo,Y,Salud,Vida,Autos,Cumplimiento,Patrimoniales,Otros
37,69,31,Vida,Autos,0,1,0,0,0,0
37,80568,31,Autos,Salud,0,1,1,0,0,0
84,118023,41,Autos,Vida,0,0,1,0,0,0
87,54,42,Vida,Salud,0,1,0,0,0,0
1380,15380,36,Autos,Patrimoniales,0,0,1,0,0,0
1380,253,36,Patrimoniales,Salud,0,0,1,0,1,0
1387,199,29,Autos,Salud,0,0,1,0,0,0
1394,347,34,Autos,Salud,0,0,1,0,0,0
1403,118012,35,Patrimoniales,Salud,0,0,0,0,1,0
1403,283,35,Salud,Vida,1,0,0,0,1,0
1411,84679,38,Cumplimiento,Salud,0,0,0,1,0,0
1424,19890,59,Autos,Salud,0,0,1,0,0,0
1615,1377,39,Salud,Patrimoniales,1,0,0,0,0,0
1617,29461,39,Vida,Patrimoniales,0,1,0,0,0,0
1621,1302,39,Salud,Autos,1,0,0,0,0,0
1630,1220,33,Salud,Autos,1,0,0,0,0,0
1638,2207,28,Vida,Autos,0,1,0,0,0,0
1643,1355,39,Vida,Salud,0,1,0,0,0,0
1661,2524,39,Salud,Vida,1,0,0,0,0,0
1663,1680,35,Vida,Autos,0,1,0,0,0,0
1663,373,35,Autos,Salud,0,1,1,0,0,0
1679,1832,39,Vida,Autos,0,1,0,0,0,0
1694,1812,37,Vida,Salud,0,1,0,0,0,0
1698,2610,33,Salud,Vida,1,0,0,0,0,0
1700,2390,32,Salud,Vida,1,0,0,0,0,0
1701,2049,31,Vida,Salud,0,1,0,0,0,0
1711,1383,38,Vida,Autos,0,1,0,0,0,0
1711,18186,38,Autos,Salud,0,1,1,0,0,0
1718,1509,40,Vida,Salud,0,1,0,0,0,0
1727,1797,33,Vida,Salud,0,1,0,0,0,0
1730,1356,29,Vida,Salud,0,1,0,0,0,0
1732,513,29,Autos,Vida,0,0,1,0,0,0
1747,2119,37,Vida,Patrimoniales,0,1,0,0,0,0
1764,1802,32,Vida,Salud,0,1,0,0,0,0
1768,1848,39,Vida,Salud,0,1,0,0,0,0
1777,2103,32,Vida,Autos,0,1,0,0,0,0
1777,59029,32,Autos,Patrimoniales,0,1,1,0,0,0
1787,2266,38,Vida,Autos,0,1,0,0,0,0
1787,466,38,Autos,Salud,0,1,1,0,0,0
1788,1610,38,Vida,Autos,0,1,0,0,0,0
1790,139443,37,Vida,Salud,0,1,0,0,0,0
1792,670,36,Cumplimiento,Patrimoniales,0,0,0,1,0,0
1792,28578,36,Patrimoniales,Vida,0,0,0,1,1,0
1814,2417,29,Salud,Vida,1,0,0,0,0,0
1864,4713,36,Patrimoniales,Vida,0,0,0,0,1,0
1881,1466,38,Vida,Autos,0,1,0,0,0,0
1883,1614,37,Vida,Patrimoniales,0,1,0,0,0,0
1884,1016,37,Patrimoniales,Salud,0,0,0,0,1,0
1886,1618,36,Vida,Salud,0,1,0,0,0,0
1887,2093,35,Vida,Salud,0,1,0,0,0,0
1903,2608,34,Salud,Vida,1,0,0,0,0,0
1912,1315,33,Salud,Vida,1,0,0,0,0,0
1918,1084,29,Patrimoniales,Salud,0,0,0,0,1,0
1922,2249,35,Vida,Patrimoniales,0,1,0,0,0,0
1922,1119,35,Patrimoniales,Salud,0,1,0,0,1,0
1924,1136,34,Patrimoniales,Salud,0,0,0,0,1,0
1925,2723,34,Patrimoniales,Salud,0,0,0,0,1,0
1945,1577,29,Vida,Patrimoniales,0,1,0,0,0,0
1948,552,31,Autos,Salud,0,0,1,0,0,0
1954,746,46,Cumplimiento,Vida,0,0,0,1,0,0
1954,1585,46,Vida,Autos,0,1,0,1,0,0
1960,1587,44,Vida,Patrimoniales,0,1,0,0,0,0
1960,985,44,Patrimoniales,Autos,0,1,0,0,1,0
1960,407,44,Autos,Salud,0,1,1,0,1,0
1963,1588,43,Vida,Patrimoniales,0,1,0,0,0,0
1964,2098,43,Vida,Autos,0,1,0,0,0,0
1965,1419,43,Vida,Salud,0,1,0,0,0,0
1966,90633,42,Cumplimiento,Patrimoniales,0,0,0,1,0,0
1968,1578,41,Vida,Autos,0,1,0,0,0,0
1973,2584,44,Vida,Salud,0,1,0,0,0,0
1976,1039,68,Patrimoniales,Salud,0,0,0,0,1,0
1977,1476,69,Vida,Autos,0,1,0,0,0,0
1983,1640,63,Vida,Salud,0,1,0,0,0,0
1984,1223,62,Salud,Vida,1,0,0,0,0,0
1992,471,56,Autos,Salud,0,0,1,0,0,0
1997,597,54,Autos,Vida,0,0,1,0,0,0
2000,2306,53,Vida,Autos,0,1,0,0,0,0
2000,478,53,Autos,Salud,0,1,1,0,0,0
2002,1763,51,Vida,Autos,0,1,0,0,0,0
2002,553,51,Autos,Salud,0,1,1,0,0,0
2003,86577,50,Vida,Autos,0,1,0,0,0,0
2004,1467,50,Vida,Salud,0,1,0,0,0,0
2007,2047,48,Vida,Autos,0,1,0,0,0,0
2009,492,48,Autos,Vida,0,0,1,0,0,0
2022,1722,58,Vida,Salud,0,1,0,0,0,0
2025,2260,41,Vida,Salud,0,1,0,0,0,0
2026,1711,66,Vida,Salud,0,1,0,0,0,0
2026,2405,66,Salud,Autos,1,1,0,0,0,0
2041,867,56,Cumplimiento,Vida,0,0,0,1,0,0
2041,2251,56,Vida,Patrimoniales,0,1,0,1,0,0
2049,1757,41,Vida,Salud,0,1,0,0,0,0
2055,2111,43,Vida,Patrimoniales,0,1,0,0,0,0
2059,15406,42,Salud,Cumplimiento,1,0,0,0,0,0
2059,906,42,Cumplimiento,Vida,1,0,0,1,0,0
2061,2503,42,Salud,Vida,1,0,0,0,0,0
2062,184004,44,Autos,Vida,0,0,1,0,0,0
2066,22706,71,Salud,Cumplimiento,1,0,0,0,0,0
2069,1304,58,Salud,Patrimoniales,1,0,0,0,0,0
2074,1305,52,Salud,Vida,1,0,0,0,0,0
2079,1351,47,Salud,Autos,1,0,0,0,0,0
2087,2061,43,Vida,Salud,0,1,0,0,0,0
2103,2279,42,Vida,Salud,0,1,0,0,0,0
2106,1484,39,Vida,Salud,0,1,0,0,0,0
2108,1625,56,Vida,Autos,0,1,0,0,0,0
2112,1042,39,Patrimoniales,Salud,0,0,0,0,1,0
2114,1234,40,Salud,Vida,1,0,0,0,0,0
2121,1676,54,Vida,Autos,0,1,0,0,0,0
2121,398,54,Autos,Salud,0,1,1,0,0,0
2124,2730,63,Salud,Patrimoniales,1,0,0,0,0,0
2133,14900,61,Autos,Vida,0,0,1,0,0,0
2133,1734,61,Vida,Salud,0,1,1,0,0,0
2141,1769,46,Vida,Autos,0,1,0,0,0,0
2148,1495,41,Vida,Patrimoniales,0,1,0,0,0,0
2177,1497,49,Vida,Salud,0,1,0,0,0,0
2197,1590,53,Vida,Salud,0,1,0,0,0,0
2200,2369,47,Salud,Vida,1,0,0,0,0,0
2217,1683,40,Vida,Salud,0,1,0,0,0,0
2250,19128,68,Vida,Patrimoniales,0,1,0,0,0,0
2250,1118,68,Patrimoniales,Salud,0,1,0,0,1,0
2264,1534,65,Vida,Salud,0,1,0,0,0,0
2264,2541,65,Salud,Autos,1,1,0,0,0,0
2272,2292,60,Vida,Salud,0,1,0,0,0,0
2272,1312,60,Salud,Patrimoniales,1,1,0,0,0,0
2272,1029,60,Patrimoniales,Autos,1,1,0,0,1,0
2278,1651,56,Vida,Salud,0,1,0,0,0,0
2278,1222,56,Salud,Autos,1,1,0,0,0,0
2292,1368,40,Vida,Salud,0,1,0,0,0,0
2293,1649,50,Vida,Patrimoniales,0,1,0,0,0,0
2294,1960,52,Vida,Salud,0,1,0,0,0,0
2297,1630,55,Vida,Salud,0,1,0,0,0,0
2303,1853,45,Vida,Autos,0,1,0,0,0,0
2308,1475,43,Vida,Cumplimiento,0,1,0,0,0,0
2313,19914,45,Vida,Salud,0,1,0,0,0,0
2317,2526,44,Salud,Vida,1,0,0,0,0,0
2327,209158,44,Salud,Vida,1,0,0,0,0,0
2329,913,43,Cumplimiento,Vida,0,0,0,1,0,0
2330,1662,43,Vida,Autos,0,1,0,0,0,0
2340,1846,41,Vida,Autos,0,1,0,0,0,0
2344,1790,67,Vida,Autos,0,1,0,0,0,0
2348,2531,62,Salud,Vida,1,0,0,0,0,0
2351,7746,60,Autos,Vida,0,0,1,0,0,0
2358,982,57,Patrimoniales,Vida,0,0,0,0,1,0
2358,1696,57,Vida,Autos,0,1,0,0,1,0
2359,29042,57,Autos,Vida,0,0,1,0,0,0
2367,185488,53,Salud,Vida,1,0,0,0,0,0
2377,1673,51,Vida,Autos,0,1,0,0,0,0
2381,428,48,Autos,Vida,0,0,1,0,0,0
2381,1465,48,Vida,Salud,0,1,1,0,0,0
2384,1330,50,Salud,Vida,1,0,0,0,0,0
2386,19915,50,Vida,Salud,0,1,0,0,0,0
2387,1424,50,Vida,Patrimoniales,0,1,0,0,0,0
2393,1843,45,Vida,Autos,0,1,0,0,0,0
2402,13246,40,Cumplimiento,Vida,0,0,0,1,0,0
2402,1654,40,Vida,Salud,0,1,0,1,0,0
2423,1658,41,Vida,Salud,0,1,0,0,0,0
2424,1788,42,Vida,Patrimoniales,0,1,0,0,0,0
2425,1770,42,Vida,Salud,0,1,0,0,0,0
2426,2234,40,Vida,Salud,0,1,0,0,0,0
2442,1382,52,Vida,Patrimoniales,0,1,0,0,0,0
2442,997,52,Patrimoniales,Salud,0,1,0,0,1,0
2444,1516,44,Vida,Salud,0,1,0,0,0,0
2451,16205,58,Autos,Vida,0,0,1,0,0,0
2455,2253,46,Vida,Salud,0,1,0,0,0,0
2458,368,54,Autos,Cumplimiento,0,0,1,0,0,0
2459,525,48,Autos,Vida,0,0,1,0,0,0
2462,2474,57,Autos,Vida,0,0,1,0,0,0
2466,1787,53,Vida,Salud,0,1,0,0,0,0
2481,16204,56,Autos,Vida,0,0,1,0,0,0
2483,53477,55,Vida,Autos,0,1,0,0,0,0
2494,2062,48,Vida,Salud,0,1,0,0,0,0
2497,1827,49,Vida,Salud,0,1,0,0,0,0
2497,2338,49,Salud,Autos,1,1,0,0,0,0
2499,1570,49,Vida,Salud,0,1,0,0,0,0
2504,2289,47,Vida,Salud,0,1,0,0,0,0
2518,418,39,Autos,Vida,0,0,1,0,0,0
2559,13373,33,Patrimoniales,Salud,0,0,0,0,1,0
2572,19950,42,Salud,Autos,1,0,0,0,0,0
2597,2462,49,Patrimoniales,Salud,0,0,0,0,1,0
2647,62941,36,Patrimoniales,Vida,0,0,0,0,1,0
2679,2471,43,Autos,Vida,0,0,1,0,0,0
2702,209156,40,Patrimoniales,Autos,0,0,0,0,1,0
2702,212304,40,Autos,Vida,0,0,1,0,1,0
2731,19917,29,Salud,Autos,1,0,0,0,0,0
2731,97498,29,Autos,Vida,1,0,1,0,0,0
2731,100723,29,Vida,Patrimoniales,1,1,1,0,0,0
2747,59936,45,Autos,Salud,0,0,1,0,0,0
2811,2873,28,Vida,Salud,0,1,0,0,0,0
2928,3454,36,Salud,Vida,1,0,0,0,0,0
2930,4194,25,Vida,Autos,0,1,0,0,0,0
2942,102633,39,Vida,Salud,0,1,0,0,0,0
2944,4018,39,Vida,Salud,0,1,0,0,0,0
2949,100244,37,Autos,Vida,0,0,1,0,0,0
2950,3371,37,Patrimoniales,Salud,0,0,0,0,1,0
2950,3749,37,Salud,Vida,1,0,0,0,1,0
2952,3449,35,Patrimoniales,Autos,0,0,0,0,1,0
2953,80774,35,Autos,Salud,0,0,1,0,0,0
2959,2953,34,Autos,Salud,0,0,1,0,0,0
2960,158717,0,Autos,Vida,0,0,1,0,0,0
2961,4362,34,Vida,Salud,0,1,0,0,0,0
2969,3909,27,Vida,Salud,0,1,0,0,0,0
2971,152087,34,Autos,Salud,0,0,1,0,0,0
2972,4405,33,Vida,Autos,0,1,0,0,0,0
2979,4166,0,Vida,Autos,0,1,0,0,0,0
2981,4267,36,Vida,Salud,0,1,0,0,0,0
2985,4299,34,Vida,Autos,0,1,0,0,0,0
2985,125966,34,Autos,Salud,0,1,1,0,0,0
2994,3613,29,Salud,Vida,1,0,0,0,0,0
2996,3727,26,Salud,Vida,1,0,0,0,0,0
3004,3768,34,Salud,Autos,1,0,0,0,0,0
3006,3913,57,Vida,Patrimoniales,0,1,0,0,0,0
3013,4173,32,Vida,Salud,0,1,0,0,0,0
3014,80753,31,Autos,Salud,0,0,1,0,0,0
3016,80699,37,Autos,Vida,0,0,1,0,0,0
3017,4202,36,Vida,Salud,0,1,0,0,0,0
3018,3572,36,Salud,Vida,1,0,0,0,0,0
3025,3703,0,Salud,Autos,1,0,0,0,0,0
3030,185480,39,Salud,Autos,1,0,0,0,0,0
3035,3612,37,Salud,Autos,1,0,0,0,0,0
3037,29330,36,Salud,Vida,1,0,0,0,0,0
3041,3726,34,Salud,Vida,1,0,0,0,0,0
3042,4121,34,Vida,Salud,0,1,0,0,0,0
3042,3733,34,Salud,Autos,1,1,0,0,0,0
3044,3698,32,Salud,Vida,1,0,0,0,0,0
3057,33763,35,Salud,Autos,1,0,0,0,0,0
3057,179787,35,Autos,Vida,1,0,1,0,0,0
3062,158606,0,Autos,Salud,0,0,1,0,0,0
3062,3689,0,Salud,Vida,1,0,1,0,0,0
3063,4192,38,Vida,Patrimoniales,0,1,0,0,0,0
3063,3375,38,Patrimoniales,Salud,0,1,0,0,1,0
3066,3526,36,Salud,Autos,1,0,0,0,0,0
3068,201642,36,Vida,Autos,0,1,0,0,0,0
3071,4357,35,Vida,Salud,0,1,0,0,0,0
3072,3687,34,Salud,Vida,1,0,0,0,0,0
3073,3477,34,Salud,Vida,1,0,0,0,0,0
3081,3699,31,Salud,Cumplimiento,1,0,0,0,0,0
3082,3824,31,Vida,Salud,0,1,0,0,0,0
3083,126172,31,Autos,Vida,0,0,1,0,0,0
3083,4468,31,Vida,Salud,0,1,1,0,0,0
3084,3860,30,Vida,Salud,0,1,0,0,0,0
3084,22816,30,Salud,Autos,1,1,0,0,0,0
3094,3353,38,Patrimoniales,Vida,0,0,0,0,1,0
3096,126110,38,Autos,Salud,0,0,1,0,0,0
3097,158672,0,Autos,Vida,0,0,1,0,0,0
3097,3948,0,Vida,Salud,0,1,1,0,0,0
3099,158610,0,Autos,Salud,0,0,1,0,0,0
3100,3756,29,Salud,Autos,1,0,0,0,0,0
3101,158666,0,Autos,Salud,0,0,1,0,0,0
3104,3844,37,Vida,Autos,0,1,0,0,0,0
3104,3105,37,Autos,Salud,0,1,1,0,0,0
3108,3544,33,Salud,Vida,1,0,0,0,0,0
3109,4108,31,Vida,Salud,0,1,0,0,0,0
3110,126035,0,Autos,Patrimoniales,0,0,1,0,0,0
3110,3355,0,Patrimoniales,Vida,0,0,1,0,1,0
3116,4463,36,Vida,Salud,0,1,0,0,0,0
3116,156357,36,Salud,Autos,1,1,0,0,0,0
3120,141441,31,Vida,Salud,0,1,0,0,0,0
3121,3456,0,Salud,Vida,1,0,0,0,0,0
3123,3597,39,Salud,Autos,1,0,0,0,0,0
3126,80746,31,Autos,Salud,0,0,1,0,0,0
3136,3859,37,Vida,Salud,0,1,0,0,0,0
3140,3514,0,Salud,Autos,1,0,0,0,0,0
3147,4232,31,Vida,Autos,0,1,0,0,0,0
3150,3739,32,Salud,Autos,1,0,0,0,0,0
3151,3775,40,Salud,Vida,1,0,0,0,0,0
3151,4284,40,Vida,Autos,1,1,0,0,0,0
3153,4030,36,Vida,Autos,0,1,0,0,0,0
3153,80749,36,Autos,Salud,0,1,1,0,0,0
3154,3854,35,Vida,Autos,0,1,0,0,0,0
3157,4355,0,Vida,Salud,0,1,0,0,0,0
3159,80627,37,Autos,Vida,0,0,1,0,0,0
3160,200562,36,Vida,Patrimoniales,0,1,0,0,0,0
3161,4035,36,Vida,Salud,0,1,0,0,0,0
3165,3599,38,Salud,Vida,1,0,0,0,0,0
3169,3600,37,Salud,Vida,1,0,0,0,0,0
3175,126147,36,Autos,Salud,0,0,1,0,0,0
3177,130927,35,Autos,Vida,0,0,1,0,0,0
3182,3937,38,Vida,Salud,0,1,0,0,0,0
3182,3637,38,Salud,Autos,1,1,0,0,0,0
3183,3557,37,Salud,Vida,1,0,0,0,0,0
3185,4027,36,Vida,Salud,0,1,0,0,0,0
3186,3915,36,Vida,Autos,0,1,0,0,0,0
3186,126039,36,Autos,Salud,0,1,1,0,0,0
3187,3870,38,Vida,Salud,0,1,0,0,0,0
3188,4235,34,Vida,Autos,0,1,0,0,0,0
3188,173346,34,Autos,Salud,0,1,1,0,0,0
3196,3846,35,Vida,Autos,0,1,0,0,0,0
3199,3380,35,Patrimoniales,Vida,0,0,0,0,1,0
3199,4109,35,Vida,Salud,0,1,0,0,1,0
3205,169729,33,Autos,Vida,0,0,1,0,0,0
3209,3834,30,Vida,Patrimoniales,0,1,0,0,0,0
3209,3360,30,Patrimoniales,Salud,0,1,0,0,1,0
3217,124990,34,Vida,Salud,0,1,0,0,0,0
3227,21390,31,Salud,Vida,1,0,0,0,0,0
3233,156273,29,Vida,Autos,0,1,0,0,0,0
3239,5520,36,Vida,Salud,0,1,0,0,0,0
3240,214623,27,Vida,Salud,0,1,0,0,0,0
3241,4741,25,Patrimoniales,Salud,0,0,0,0,1,0
3242,187985,48,Salud,Vida,1,0,0,0,0,0
3246,3527,60,Salud,Autos,1,0,0,0,0,0
3246,161278,60,Autos,Vida,1,0,1,0,0,0
3248,80767,51,Autos,Vida,0,0,1,0,0,0
3250,72634,47,Vida,Salud,0,1,0,0,0,0
3253,130929,40,Salud,Vida,1,0,0,0,0,0
3258,3463,42,Salud,Autos,1,0,0,0,0,0
3261,3883,53,Vida,Autos,0,1,0,0,0,0
3261,126156,53,Autos,Salud,0,1,1,0,0,0
3263,2939,49,Autos,Salud,0,0,1,0,0,0
3263,3517,49,Salud,Vida,1,0,1,0,0,0
3266,4410,43,Vida,Patrimoniales,0,1,0,0,0,0
3275,126154,55,Autos,Vida,0,0,1,0,0,0
3291,4324,42,Vida,Salud,0,1,0,0,0,0
3291,3782,42,Salud,Autos,1,1,0,0,0,0
3296,4417,68,Vida,Patrimoniales,0,1,0,0,0,0
3306,13253,69,Patrimoniales,Salud,0,0,0,0,1,0
3308,3452,57,Salud,Vida,1,0,0,0,0,0
3309,3857,57,Vida,Autos,0,1,0,0,0,0
3309,3049,57,Autos,Salud,0,1,1,0,0,0
3314,3510,47,Salud,Vida,1,0,0,0,0,0
3314,4093,47,Vida,Patrimoniales,1,1,0,0,0,0
3316,3437,72,Salud,Patrimoniales,1,0,0,0,0,0
3330,164117,0,Vida,Salud,0,1,0,0,0,0
3332,60071,0,Salud,Autos,1,0,0,0,0,0
3333,3967,40,Vida,Salud,0,1,0,0,0,0
3335,80675,40,Autos,Salud,0,0,1,0,0,0
3342,3482,71,Salud,Autos,1,0,0,0,0,0
3350,4425,46,Vida,Autos,0,1,0,0,0,0
3352,126144,63,Autos,Vida,0,0,1,0,0,0
3355,3968,39,Vida,Salud,0,1,0,0,0,0
3358,158716,0,Autos,Vida,0,0,1,0,0,0
3362,3935,48,Vida,Autos,0,1,0,0,0,0
3363,3700,55,Salud,Autos,1,0,0,0,0,0
3369,3928,63,Vida,Autos,0,1,0,0,0,0
3370,3013,59,Autos,Vida,0,0,1,0,0,0
3373,4112,53,Vida,Salud,0,1,0,0,0,0
3377,2924,61,Autos,Vida,0,0,1,0,0,0
3382,220628,61,Autos,Vida,0,0,1,0,0,0
3389,80881,62,Autos,Salud,0,0,1,0,0,0
3389,3667,62,Salud,Vida,1,0,1,0,0,0
3391,4052,60,Vida,Patrimoniales,0,1,0,0,0,0
3393,80827,59,Autos,Salud,0,0,1,0,0,0
3396,3875,46,Vida,Salud,0,1,0,0,0,0
3401,3716,0,Salud,Autos,1,0,0,0,0,0
3402,4042,0,Vida,Salud,0,1,0,0,0,0
3402,3704,0,Salud,Autos,1,1,0,0,0,0
3403,126094,42,Autos,Salud,0,0,1,0,0,0
3403,3785,42,Salud,Vida,1,0,1,0,0,0
3407,4139,46,Vida,Salud,0,1,0,0,0,0
3410,4435,40,Vida,Autos,0,1,0,0,0,0
3410,3056,40,Autos,Salud,0,1,1,0,0,0
3411,3994,43,Vida,Patrimoniales,0,1,0,0,0,0
3412,4125,43,Vida,Salud,0,1,0,0,0,0
3413,4131,43,Vida,Salud,0,1,0,0,0,0
3420,158697,0,Autos,Vida,0,0,1,0,0,0
3423,3681,54,Salud,Vida,1,0,0,0,0,0
3423,4383,54,Vida,Autos,1,1,0,0,0,0
3428,3453,59,Salud,Vida,1,0,0,0,0,0
3431,26380,57,Autos,Salud,0,0,1,0,0,0
3448,97588,52,Vida,Salud,0,1,0,0,0,0
3450,3084,49,Autos,Vida,0,0,1,0,0,0
3461,4008,48,Vida,Salud,0,1,0,0,0,0
3464,126045,0,Autos,Vida,0,0,1,0,0,0
3464,3944,0,Vida,Salud,0,1,1,0,0,0
3466,4138,56,Vida,Patrimoniales,0,1,0,0,0,0
3466,59614,56,Patrimoniales,Autos,0,1,0,0,1,0
3466,94886,56,Autos,Salud,0,1,1,0,1,0
3467,3889,47,Vida,Autos,0,1,0,0,0,0
3469,4082,56,Vida,Autos,0,1,0,0,0,0
3471,3539,55,Salud,Autos,1,0,0,0,0,0
3477,4045,47,Vida,Salud,0,1,0,0,0,0
3485,3641,44,Salud,Vida,1,0,0,0,0,0
3489,4241,0,Vida,Autos,0,1,0,0,0,0
3491,3664,41,Salud,Vida,1,0,0,0,0,0
3494,92029,41,Autos,Salud,0,0,1,0,0,0
3495,4159,41,Vida,Autos,0,1,0,0,0,0
3495,2934,41,Autos,Salud,0,1,1,0,0,0
3496,4264,41,Vida,Autos,0,1,0,0,0,0
3496,169731,41,Autos,Salud,0,1,1,0,0,0
3500,2956,39,Autos,Salud,0,0,1,0,0,0
3500,3561,39,Salud,Vida,1,0,1,0,0,0
3501,4393,41,Vida,Salud,0,1,0,0,0,0
3522,3807,0,Salud,Autos,1,0,0,0,0,0
3522,196805,0,Autos,Vida,1,0,1,0,0,0
3523,3806,45,Vida,Patrimoniales,0,1,0,0,0,0
3531,158636,0,Autos,Vida,0,0,1,0,0,0
3532,4379,60,Vida,Autos,0,1,0,0,0,0
3535,4473,73,Salud,Autos,1,0,0,0,0,0
3536,2971,73,Autos,Vida,0,0,1,0,0,0
3555,3476,52,Salud,Autos,1,0,0,0,0,0
3559,3315,65,Patrimoniales,Salud,0,0,0,0,1,0
3565,4329,0,Vida,Salud,0,1,0,0,0,0
3566,2941,50,Autos,Vida,0,0,1,0,0,0
3567,3385,40,Patrimoniales,Vida,0,0,0,0,1,0
3567,4381,40,Vida,Salud,0,1,0,0,1,0
3569,3488,40,Salud,Vida,1,0,0,0,0,0
3570,3450,40,Salud,Vida,1,0,0,0,0,0
3571,80789,40,Autos,Salud,0,0,1,0,0,0
3572,3965,0,Vida,Salud,0,1,0,0,0,0
3572,3382,0,Salud,Autos,1,1,0,0,0,0
3574,4242,0,Vida,Autos,0,1,0,0,0,0
3577,3851,46,Vida,Autos,0,1,0,0,0,0
3581,4007,45,Vida,Patrimoniales,0,1,0,0,0,0
3581,3374,45,Patrimoniales,Autos,0,1,0,0,1,0
3581,97567,45,Autos,Salud,0,1,1,0,1,0
3582,4281,44,Vida,Salud,0,1,0,0,0,0
3586,3872,43,Vida,Salud,0,1,0,0,0,0
3600,4229,44,Vida,Salud,0,1,0,0,0,0
3601,4152,45,Vida,Patrimoniales,0,1,0,0,0,0
3601,3402,45,Patrimoniales,Salud,0,1,0,0,1,0
3605,182298,42,Autos,Patrimoniales,0,0,1,0,0,0
3607,3731,42,Salud,Patrimoniales,1,0,0,0,0,0
3615,100502,65,Autos,Vida,0,0,1,0,0,0
3623,3506,63,Salud,Vida,1,0,0,0,0,0
3623,4107,63,Vida,Autos,1,1,0,0,0,0
3625,3579,60,Salud,Vida,1,0,0,0,0,0
3626,3966,58,Vida,Patrimoniales,0,1,0,0,0,0
3626,3361,58,Patrimoniales,Salud,0,1,0,0,1,0
3629,4067,57,Vida,Salud,0,1,0,0,0,0
3635,4148,56,Vida,Autos,0,1,0,0,0,0
3637,3900,0,Vida,Autos,0,1,0,0,0,0
3643,3744,51,Salud,Autos,1,0,0,0,0,0
3648,126105,0,Autos,Vida,0,0,1,0,0,0
3650,4075,48,Vida,Salud,0,1,0,0,0,0
3652,3998,47,Vida,Autos,0,1,0,0,0,0
3654,4056,47,Vida,Autos,0,1,0,0,0,0
3654,2908,47,Autos,Salud,0,1,1,0,0,0
3656,4188,47,Vida,Salud,0,1,0,0,0,0
3659,3457,48,Salud,Autos,1,0,0,0,0,0
3659,142185,48,Autos,Vida,1,0,1,0,0,0
3662,3936,48,Vida,Salud,0,1,0,0,0,0
3664,4049,45,Vida,Autos,0,1,0,0,0,0
3672,16620,43,Vida,Salud,0,1,0,0,0,0
3674,3914,54,Vida,Salud,0,1,0,0,0,0
3674,3531,54,Salud,Patrimoniales,1,1,0,0,0,0
3675,3866,50,Vida,Autos,0,1,0,0,0,0
3675,126168,50,Autos,Salud,0,1,1,0,0,0
3676,4427,0,Vida,Salud,0,1,0,0,0,0
3678,3980,55,Vida,Salud,0,1,0,0,0,0
3682,3995,59,Vida,Patrimoniales,0,1,0,0,0,0
3682,3379,59,Patrimoniales,Salud,0,1,0,0,1,0
3683,3837,55,Vida,Patrimoniales,0,1,0,0,0,0
3687,3451,69,Salud,Autos,1,0,0,0,0,0
3690,3553,49,Salud,Vida,1,0,0,0,0,0
3691,3910,45,Vida,Autos,0,1,0,0,0,0
3692,4179,43,Vida,Autos,0,1,0,0,0,0
3695,3849,41,Vida,Salud,0,1,0,0,0,0
3698,3598,39,Salud,Vida,1,0,0,0,0,0
3704,3007,48,Autos,Vida,0,0,1,0,0,0
3721,3852,44,Vida,Salud,0,1,0,0,0,0
3726,3714,53,Salud,Vida,1,0,0,0,0,0
3728,195403,52,Vida,Autos,0,1,0,0,0,0
3729,126066,0,Autos,Vida,0,0,1,0,0,0
3732,2975,0,Autos,Vida,0,0,1,0,0,0
3733,2930,48,Autos,Vida,0,0,1,0,0,0
3746,3978,64,Vida,Salud,0,1,0,0,0,0
3747,4006,57,Vida,Patrimoniales,0,1,0,0,0,0
3751,3214,55,Cumplimiento,Patrimoniales,0,0,0,1,0,0
3753,173151,52,Vida,Salud,0,1,0,0,0,0
3759,3827,54,Vida,Salud,0,1,0,0,0,0
3760,4213,51,Vida,Autos,0,1,0,0,0,0
3767,206972,45,Autos,Salud,0,0,1,0,0,0
3767,3554,45,Salud,Vida,1,0,1,0,0,0
3770,3780,45,Vida,Salud,0,1,0,0,0,0
3772,3683,42,Salud,Vida,1,0,0,0,0,0
3773,3920,42,Vida,Autos,0,1,0,0,0,0
3777,4401,42,Vida,Salud,0,1,0,0,0,0
3780,4464,40,Vida,Salud,0,1,0,0,0,0
3788,4104,52,Vida,Patrimoniales,0,1,0,0,0,0
3942,4731,25,Vida,Salud,0,1,0,0,0,0
4379,160537,0,Vida,Autos,0,1,0,0,0,0
4384,80743,22,Patrimoniales,Vida,0,0,0,0,1,0
4485,126125,60,Autos,Vida,0,0,1,0,0,0
4495,173624,0,Vida,Autos,0,1,0,0,0,0
4539,7773,45,Autos,Vida,0,0,1,0,0,0
4542,196930,60,Autos,Vida,0,0,1,0,0,0
4908,195020,54,Vida,Autos,0,1,0,0,0,0
5141,126027,37,Autos,Patrimoniales,0,0,1,0,0,0
5190,27699,0,Autos,Vida,0,0,1,0,0,0
5389,103852,0,Salud,Autos,1,0,0,0,0,0
5390,97591,34,Vida,Autos,0,1,0,0,0,0
5474,4801,0,Salud,Autos,1,0,0,0,0,0
5474,157953,0,Autos,Patrimoniales,1,0,1,0,0,0
5486,4837,69,Salud,Autos,1,0,0,0,0,0
5486,191166,69,Autos,Vida,1,0,1,0,0,0
5487,4661,65,Autos,Salud,0,0,1,0,0,0
